airline_sentiment,sentiment_confidence,text,clean_text
negative,1.0,"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",horrible customer service fly miami philadelphia send charlotte cannot_get out charlotte !
negative,1.0,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness,is_not_a company value customer amp read tweet not_the one feels way lostmybusiness
neutral,0.732,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,ugh kick miss out destinationdragons need back life
negative,1.0,@SouthwestAir Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,very frustrated loooooong wait time speak live person ! ! ! cannot_get board pas flight tomorrow ! !
neutral,1.0,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,unable use depart flight still use return flight ?
negative,1.0,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip,someone please tell talk getittogether findurgrip
negative,1.0,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place.",cancelled flight flight wait line get rebooked front make go another gate lose place
neutral,0.6681,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk",unveils new flight include ohio
negative,1.0,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,cancel flightled flight fort lauderdale philly usair flight get philly no_problem wtf wrong sw
negative,1.0,"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE",really get horrible so much tucking kid tonight delta transfer mile status right ?
negative,1.0,".@united Our newest delay, right now http://t.co/96fTLZWtvO",newest delay right
positive,1.0,I know you have a lot of baggage... But i want you to know i really enjoyed being inside you. @JetBlue #Jetbae,know lot baggage want know really enjoy inside jetbae
neutral,1.0,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?",apply credit card automatically get companion certificate wait ?
negative,1.0,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight.""",nightmare ever end ? find out flight today delay due ground handling delay affect prior flight
neutral,0.6388,"@united Great, thank you!! I'll send it now.",great thank ! ! send
negative,1.0,"@USAirways Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you",every time try line disconnect b c system say too many call glad screw up matter so much
negative,1.0,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",instead fair treatment get nasty letter lady senior management illness forfeit mile like death
neutral,1.0,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂,fleet fleek face_with_tears_of_joy face_with_tears_of_joy
positive,0.6701,"@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love",say lostinlove w brandmance wemosaictogether mint love
negative,1.0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",ask call get fix ? tweet bs question stall make thing worse phone number please
positive,0.6989,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine,app remind fly fll week chillycvz thankgoodness family friend sunshine
negative,1.0,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?,would flight arrive late flight leave passenger connection ?
negative,0.7087,"@united yo, you need a new website really badly. This day and age...",yo need new website really badly day age
positive,0.7047,@JetBlue thanks!,thanks !
positive,1.0,@AmericanAir Thank you.....you do the same!!,thank ! !
negative,1.0,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und,watch crew escort back st class prebooked ? really ? dissatisfaction und
neutral,0.6377,@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,apply job pdw could go follow up would really love job ilovejetblue
positive,1.0,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E,ewr agent barbara fabulous example cust serv pleasure talk smiling_face_with_smiling_eyes
negative,1.0,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience,sadly was_not_just due mother nature investigate incident employee sfo terrible customer experience
negative,1.0,"@AmericanAir bag turned up, no thanks to your useless call-centre and useless website",bag turn up no_thanks useless call centre useless website
negative,1.0,@united this team added 30 mins on turnaround,team add min turnaround
negative,1.0,@SouthwestAir I lost my luggage. My birthday wish is to find my luggage.,lose luggage birthday wish find luggage
negative,1.0,"@AmericanAir Finally got a call from AA, but it was an automated voice that hung up on me! I called back &amp; it says it'll be 2 more hours.",finally get call aa automated voice hang up ! call back amp say hour
negative,1.0,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,still cannot_get real person phone book flight ready go jetblue since care usairwayssucks
positive,1.0,@AmericanAir Thanks! He is.,thanks !
neutral,1.0,@JetBlue you can 100% confirm that?,confirm ?
positive,0.6889,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",houston bogota board safety first seem mechanic fix problem faster good energy fly home family
negative,1.0,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways,customer service department so intent ignore emails query ? badservice usairways
negative,1.0,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…,tried call get high call volume moment message say goodbye hung up
negative,1.0,@united Stuck in this airport 12 hours in standbys cuz the pilot showed up Late Flight in PJs &amp; i missed my connectin flight. PJ's I TELL U! #NYFW,stuck airport hour standbys cuz pilot show up late flight pjs amp miss connectin flight pj tell ! nyfw
negative,1.0,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving,yea book next avalible flight since sat time come no_plane nd day work miss hotelliving
negative,1.0,"@USAirways should, but didn’t.",not
negative,1.0,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",instead mile credit account did_not_open request merge account deny
negative,1.0,@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH,still hold hung up first time another minute !
negative,1.0,@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr,get flight change air ? delay cause missed connection seat late flightr
neutral,1.0,"@united 8602947, jon at http://t.co/58tuTgli0D, thanks.",jon thanks
negative,1.0,@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.,need talk get full refund trip ? call center offer no_assistance
neutral,1.0,@JetBlue what's the link for #FlyFi,link flyfi
negative,1.0,@AmericanAir @RLDelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled,record l oaaret get email could_not_get reschedule another flight do_not_know flight cancel flightled
negative,1.0,@JetBlue why 730 and not 645 as scheduled?,not_as schedule ?
neutral,0.6333,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH,? rt new airline expect make way mem
